0,6.5,8.2,6,0,-4,4,-9,2,0,4,57,4,0,0,0,0,3.893939394,4,1,74,3,0,0,0,0,3.096385542,207.8405456
0,7.909090909,5.272727273,2,-8,-12,3,-1,1,5,0,76,6,0,0,0,0,2.715909091,7,1,44,6,0,0,0,0,4.050847458,208.6181974
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.1826004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8690214
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48322772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0225358
0,5,2,5,0,0,3,2,0,0,1,9,0,0,0,0,0,5.818181818,0,0,4,0,0,0,0,0,12.8,191.5710583
0,15,0.5,17,4,0,1,1,0,0,0,30,0,0,0,0,0,5.35483871,0,0,1,0,0,0,0,0,83,208.9987506
0,39.25,5.833333333,5,-23,27,3,-6,1,13,3,452,3,0,0,0,0,2.716101695,1,2,61,6,0,0,0,0,18.05633803,202.4531421
0,4,2,4,0,0,2,0,0,1,0,3,0,0,0,0,0,3.8,0,0,1,1,0,0,0,0,6.333333333,209.042141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.8025934
0,5.5,1.5,4,-3,0,1,-1,0,1,2,8,0,0,0,0,0,5.083333333,0,0,3,0,0,0,0,0,15.25,185.2487974
0,14,1.8,15,1,-8,1,1,-2,1,3,59,7,0,0,0,0,8.521126761,0,0,9,0,0,0,0,0,60.5,155.7457463
0,15.66666667,1.333333333,26,6,3,2,0,2,23,6,6,59,0,0,0,0,4.505263158,0,0,8,0,0,0,0,0,47.55555556,171.9534624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.6942796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.2671406
0,9,4,9,0,0,4,0,0,0,1,8,0,0,0,0,0,2.5,0,0,3,1,0,0,0,0,5,206.4033162
0,3,1,2,-2,0,1,0,0,0,1,5,0,0,0,0,0,3.714285714,0,0,2,0,0,0,0,0,8.666666667,191.7215479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.5410442
0,3.714285714,3,1,-3,4,3,-5,5,1,0,25,0,0,0,0,0,3.62962963,0,0,17,4,0,0,0,0,4.454545455,195.3090641
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3792911
0,4,1.2,6,3,0,0,-1,-1,0,0,18,2,0,0,0,0,6.857142857,0,0,6,0,0,0,0,0,20.57142857,175.1209737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.7184218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3647161
0,5.4,2.4,5,1,-3,2,0,-4,0,1,26,0,0,0,0,0,4.642857143,0,1,11,0,0,0,0,0,10,183.4368741
0,22.33333333,2,3,-31,4,1,-2,1,0,1,9,57,0,0,0,0,7.058823529,0,2,4,0,0,0,0,0,68.57142857,139.070431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0318034
0,9.5,2.5,6,-7,0,4,3,0,3,2,13,1,0,0,0,0,3.6,2,0,3,0,0,0,0,0,12,129.5186104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4637872
0,4.727272727,7.272727273,10,2,-1,12,9,-6,1,4,42,5,0,0,0,0,6.924528302,8,1,60,11,0,0,0,0,4.530864198,197.3771704
0,2.666666667,0,1,-2,-1,0,0,0,0,0,8,0,0,0,0,0,76.11111111,0,0,0,0,0,0,0,0,685,183.4379458
0,4.5,1.5,5,1,0,1,-1,0,0,0,9,0,0,0,0,0,9.9,0,0,3,0,0,0,0,0,24.75,192.4808386
0,7.25,1.5,9,4,2,0,-1,1,3,0,53,2,0,0,0,0,3.762711864,2,0,9,1,0,0,0,0,17.07692308,207.9564237
0,4.5,2,6,3,0,4,4,0,0,1,7,1,0,0,0,0,2.9,1,0,3,0,0,0,0,0,5.8,175.4048615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.6,3,9,2,0,3,0,-1,1,1,25,6,0,0,0,0,6.323529412,2,1,12,0,0,0,0,0,13.4375,173.9593756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.7746022
0,5.538461538,2.538461538,1,1,-5,0,0,-1,9,2,20,41,0,0,0,0,5.02739726,0,0,27,6,0,0,0,0,10.79411765,172.4953304
0,6.5,3,5,3,1,3,2,-5,0,0,13,26,0,0,0,0,5.7,1,0,17,0,0,0,0,0,12,174.7102098
0,2.5,2,4,4,-3,1,-3,2,0,0,15,0,0,0,0,0,3.375,0,0,12,0,0,0,0,0,4.153846154,187.7779155
0,2.8,3.7,3,-6,8,3,-2,-4,0,1,26,1,0,0,0,0,5.068965517,1,1,32,3,0,0,0,0,3.868421053,209.8630511
1,5,3,5,0,0,3,0,0,0,0,5,0,444,3,5,48,2.588932806,0,0,3,0,431,11,2,59,2.58382643,209.8686147
0,1.666666667,2,2,-1,3,2,-2,4,0,1,3,1,0,0,0,0,4.666666667,0,0,6,0,0,0,0,0,4,174.2202537
0,16.5,0.5,18,3,0,1,1,0,2,0,27,4,0,0,0,0,17.32352941,0,0,1,0,0,0,0,0,294.5,183.2807214
0,3,4,3,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,0,0,1,0,0,0,0,2.4,143.2188108
0,5,0.333333333,8,4,1,0,-1,1,2,0,13,0,0,0,0,0,4.9375,0,0,1,0,0,0,0,0,39.5,172.1595183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.3614518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.6327583
0,6.666666667,4.333333333,5,-3,1,5,2,-2,1,0,17,2,0,0,0,0,3.19047619,1,0,12,0,0,0,0,0,4.785714286,162.2712394
1,3.5,1.25,8,7,-2,2,0,1,0,0,14,0,86,0,0,4,2.238095238,0,0,5,0,44,1,2,13,3.560606061,133.9018581
0,12.63636364,7.272727273,6,-8,-39,15,-9,10,5,0,114,20,0,0,0,0,2.721428571,3,2,66,9,0,0,0,0,4.703703704,168.3109302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5665403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.3170508
0,4.666666667,1.333333333,8,1,3,3,2,-2,1,0,26,1,0,0,0,0,30.62068966,1,0,7,0,0,0,0,0,98.66666667,171.9229133
0,4.916666667,1.416666667,10,-2,9,0,-1,-2,2,0,54,3,0,0,0,0,5.666666667,0,0,15,2,0,0,0,0,18.88888889,186.8955247
1,6,0,6,0,0,0,0,0,1,0,5,0,186,4,2,15,6.014018692,0,0,0,0,84,2,2,3,13.98913043,189.4703125
0,14.75,5.75,25,9,13,9,4,1,8,3,47,1,0,0,0,0,2.466666667,2,0,17,4,0,0,0,0,6.166666667,147.8742264
1,5.375,4.375,9,4,-2,4,2,-4,0,0,43,0,179,2,2,45,2.753676471,4,1,28,2,211,3,1,93,2.177325581,187.76414
1,15,2,15,0,0,2,0,0,0,0,15,0,205,0,0,11,2.581896552,0,0,2,0,150,1,0,20,3.442528736,181.8372462
0,8,1,10,4,0,2,2,0,0,0,15,1,0,0,0,0,20.35294118,0,0,1,1,0,0,0,0,115.3333333,173.6169892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.5790277
0,1,1.333333333,1,-1,2,1,-2,3,0,0,3,0,0,0,0,0,4.25,0,0,4,0,0,0,0,0,3.4,166.5341859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.3820299
0,2.333333333,1.833333333,3,2,-3,3,-1,0,0,1,13,0,0,0,0,0,2.533333333,0,0,11,0,0,0,0,0,3.166666667,186.0590053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.3422762
0,18.75,2.5,1,-24,24,3,-4,0,5,1,217,2,0,0,0,0,4.203539823,0,0,27,3,0,0,0,0,30.64516129,159.033552
0,5,2,6,3,-3,2,-1,2,0,0,14,1,0,0,0,0,6.125,0,0,6,0,0,0,0,0,14,152.0710674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.1153241
0,27,2.333333333,29,1,4,3,1,0,4,7,70,0,0,0,0,0,3.207317073,0,0,7,0,0,0,0,0,32.875,138.5073367
0,2.666666667,0.666666667,2,-3,4,0,-2,2,0,0,8,0,0,0,0,0,4.111111111,0,0,2,0,0,0,0,0,12.33333333,136.9023815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.142857143,0.714285714,0,-3,2,0,0,-1,0,2,9,4,0,0,0,0,23.1875,0,1,4,0,0,0,0,0,61.83333333,164.7796465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0706522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.706044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.8944784
0,2.636363636,2.909090909,5,2,1,1,-3,2,0,0,28,1,0,0,0,0,6.2,6,0,26,0,0,0,0,0,5.636363636,172.5523576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8543505
0,5.25,4.875,1,-7,0,2,-1,2,1,1,31,9,0,0,0,0,6.581395349,1,1,34,3,0,0,0,0,7.075,163.9407534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.3441001
0,5.5,1.333333333,17,14,0,1,0,-2,0,1,32,0,0,0,0,0,2.558823529,0,0,7,1,0,0,0,0,9.666666667,157.5614106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.8490746
0,14.14285714,1.714285714,11,0,2,1,1,-3,3,5,87,4,0,0,0,0,5.08,0,0,12,0,0,0,0,0,39.07692308,138.3060735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4655987
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.81896085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.6672678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.4204171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.168843
0,11,2.5,17,12,0,2,-1,0,0,0,22,0,0,0,0,0,8.347826087,0,0,5,0,0,0,0,0,32,78.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.4830892
0,9.5,8.25,2,1,-9,9,-3,3,4,2,26,6,0,0,0,0,15.07692308,2,0,30,1,0,0,0,0,17.29411765,113.685228
0,39.5,1,44,9,0,2,2,0,2,0,4,73,0,0,0,0,7.7625,0,0,2,0,0,0,0,0,207,166.6417792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.6772898
0,3.545454545,5.545454545,4,0,-1,9,-2,4,0,0,38,1,0,0,0,0,9.9,1,2,50,8,0,0,0,0,6.387096774,168.0767299
0,7.583333333,4,1,-4,-2,1,-3,2,1,4,72,14,0,0,0,0,4.010869565,1,0,44,3,0,0,0,0,7.530612245,150.9399531
0,1.6,1.2,0,0,0,2,0,1,0,0,8,0,0,0,0,0,51.33333333,0,0,6,0,0,0,0,0,66,147.4554415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.3257394
0,1.714285714,3.428571429,0,-1,-2,4,1,1,0,1,9,2,0,0,0,0,2.538461538,1,0,23,0,0,0,0,0,1.32,164.2966753
0,6.666666667,3.111111111,7,1,-3,1,-6,2,0,4,53,3,0,0,0,0,8.704918033,0,2,24,2,0,0,0,0,18.31034483,144.595175
1,14,2,14,0,0,2,0,0,1,0,12,1,154,1,2,11,2.650273224,0,0,2,0,174,0,2,14,2.512953368,147.7927196
0,10.33333333,5.333333333,18,12,-1,1,-12,11,4,4,19,4,0,0,0,0,1.90625,0,1,15,0,0,0,0,0,3.588235294,87.72336232
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2099082
0,17.72727273,1.636363636,29,27,-4,3,2,0,7,2,48,138,0,0,0,0,6.474489796,0,0,15,3,0,0,0,0,66.78947368,154.9103468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.1502529
1,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,11,2.151260504,0,0,0,0,166,1,2,59,1.11790393,134.7639371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.6051466
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.2608639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.1495312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.3362489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.5258454
0,5.5,3,5,-1,0,4,2,0,0,0,11,0,0,0,0,0,5.666666667,0,0,6,0,0,0,0,0,9.714285714,148.528737
0,3.3,0.8,8,5,-1,5,5,-2,1,0,28,4,0,0,0,0,10.94117647,0,0,7,1,0,0,0,0,41.33333333,169.279915
0,11.33333333,4.333333333,14,1,6,2,-4,1,1,8,25,0,0,0,0,0,4.057142857,2,0,8,3,0,0,0,0,10.14285714,111.1986295
0,9.866666667,6.8,16,3,4,6,-3,2,6,6,125,11,0,0,0,0,2.939597315,9,2,78,13,0,0,0,0,4.252427184,143.9225331
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.9108051
0,14,1,14,0,0,1,0,0,0,2,12,0,0,0,0,0,4.933333333,0,0,1,0,0,0,0,0,37,156.3479485
0,2,0.5,1,-2,0,0,-1,0,0,0,4,0,0,0,0,0,2.8,0,0,1,0,0,0,0,0,7,97.61196525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.613083
0,2.6,0.6,2,-1,-1,0,0,-1,1,0,9,3,0,0,0,0,4.928571429,0,0,3,0,0,0,0,0,17.25,126.0310544
0,0.666666667,0.583333333,3,-2,5,3,-1,4,0,0,8,0,0,0,0,0,3.888888889,0,0,6,1,0,0,0,0,4.375,59.58333333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.704193
0,2.75,2.5,2,-5,7,0,-2,0,0,0,11,0,0,0,0,0,4.166666667,0,0,10,0,0,0,0,0,4.545454545,109.0300397
0,14.25,2,21,7,6,2,-2,3,0,2,23,32,0,0,0,0,9.120689655,0,0,8,0,0,0,0,0,58.77777778,130.0973507
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.6411254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.60512253
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.379185
0,2.5,2,1,-1,0,1,-2,0,0,0,9,1,0,0,0,0,1.818181818,1,0,7,0,0,0,0,0,2.222222222,129.9425935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.2480652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7161882
0,3,8,5,4,0,5,-6,0,1,0,4,1,0,0,0,0,4.571428571,0,1,15,0,0,0,0,0,1.882352941,140.391673
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.1664019
0,20.72727273,11.63636364,20,-1,-9,7,-4,-12,3,5,216,4,0,0,0,0,4.554585153,1,0,125,2,0,0,0,0,8.085271318,130.829645
0,12,1.666666667,9,-16,23,2,0,1,2,4,28,2,0,0,0,0,1.918918919,1,0,4,0,0,0,0,0,11.83333333,107.9448047
0,14.71428571,17.28571429,4,-18,7,33,13,4,3,0,12,88,0,0,0,0,5.509615385,11,4,100,6,0,0,0,0,4.696721311,151.1340383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.090909091,2.636363636,12,-4,7,3,-1,-2,3,0,73,13,0,0,0,0,4.311111111,2,0,25,2,0,0,0,0,12.93333333,148.0108589
0,1.5,2.5,0,-3,0,1,-3,0,0,0,3,0,0,0,0,0,1.5,0,0,5,0,0,0,0,0,1,119.5975535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.584074
0,5.2,4.4,5,4,-5,15,13,0,2,0,23,1,0,0,0,0,6.703703704,5,0,14,3,0,0,0,0,7.869565217,125.9557049
0,11.83333333,2,17,7,1,5,4,-2,4,2,60,5,0,0,0,0,5.416666667,2,0,10,0,0,0,0,0,30,133.2659793
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.1046013
0,3.666666667,2.333333333,4,0,1,3,1,0,2,0,9,0,0,0,0,0,2.25,1,0,6,0,0,0,0,0,3.375,122.8855169
0,7,1.333333333,5,-5,4,3,2,1,0,0,17,4,0,0,0,0,6.272727273,1,0,3,0,0,0,0,0,27.6,116.704614
0,7,3.444444444,1,-6,-1,4,-1,2,3,0,59,1,0,0,0,0,5.734375,1,1,26,3,0,0,0,0,11.46875,150.1203683
0,5.555555556,3.444444444,6,-4,7,4,-4,4,1,2,42,5,0,0,0,0,2.647058824,0,0,30,1,0,0,0,0,4.21875,147.4925822
0,22.33333333,11,13,-18,-4,10,-4,1,14,1,105,14,0,0,0,0,7.948148148,16,2,42,6,0,0,0,0,16.01492537,144.7033237
0,5.25,2.25,2,0,-5,6,4,2,1,2,14,4,0,0,0,0,3.772727273,1,0,8,0,0,0,0,0,8.3,76.63299497
0,12,2,16,8,0,2,0,0,0,0,15,9,0,0,0,0,9.16,0,0,4,0,0,0,0,0,45.8,136.96446
0,12,2.25,3,-1,-13,2,-4,5,0,4,37,7,0,0,0,0,9.204081633,0,1,8,0,0,0,0,0,45.1,116.9450058
0,9,6.6,9,3,-4,4,-1,2,4,1,35,5,0,0,0,0,4.326086957,0,2,30,1,0,0,0,0,5.852941176,118.2947612
0,7.6,4.6,11,6,2,7,-3,0,1,0,30,45,0,0,0,0,6.649350649,2,2,39,3,0,0,0,0,10.89361702,153.0340842
0,21.14285714,1.428571429,4,-20,-12,0,-1,0,6,0,38,104,0,0,0,0,9.322147651,0,0,9,1,0,0,0,0,126.2727273,132.3291786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.40592962
0,5.5,1,8,5,0,2,2,0,0,0,11,0,0,0,0,0,4.25,0,0,2,0,0,0,0,0,17,88.78402245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.3990573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.313748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.6038313
0,7,3,4,-1,-7,0,-1,-7,0,0,21,0,0,0,0,0,2.909090909,0,0,9,0,0,0,0,0,6.4,101.2510902
0,2.846153846,3.461538462,4,-3,2,4,2,-9,2,2,26,6,0,0,0,0,5.081081081,2,1,34,6,0,0,0,0,4.272727273,122.2459388
0,8.166666667,1.5,0,-1,-1,2,0,2,1,1,8,39,0,0,0,0,6.7,1,0,7,1,0,0,0,0,33.5,140.4511935
0,8.25,3.5,2,-5,-15,6,-1,6,3,0,20,10,0,0,0,0,11.58823529,0,1,11,2,0,0,0,0,26.26666667,119.5043622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8928369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.68816582
0,10.83333333,3.5,21,5,8,2,-2,3,2,0,59,4,0,0,0,0,10.90909091,2,0,14,5,0,0,0,0,32.72727273,118.8369699
0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,137.1169284
0,1.666666667,0.888888889,0,-5,3,3,3,0,0,0,12,3,0,0,0,0,2.3125,2,0,5,1,0,0,0,0,4.111111111,94.76256463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8346776
0,3.5,3,3,0,-2,4,0,0,0,2,9,0,0,0,0,0,5.583333333,0,0,8,0,0,0,0,0,7.444444444,88.20500096
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.9621677
0,11.5,3.625,5,-7,-9,1,-7,-3,1,3,84,4,0,0,0,0,4.903225806,4,0,22,3,0,0,0,0,15.2,110.2505422
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1424788
0,5,2,1,-8,0,1,-2,0,0,0,10,0,0,0,0,0,2.181818182,1,0,3,0,0,0,0,0,4.8,110.7108656
0,7.818181818,3.909090909,7,2,-5,2,-7,3,0,1,84,1,0,0,0,0,5.586206897,0,1,42,0,0,0,0,0,11.04545455,117.0005879
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.6689708
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0588107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.4445516
0,6.5,3,5,-3,0,4,2,0,0,0,13,0,0,0,0,0,2.214285714,1,1,4,0,0,0,0,0,4.428571429,124.7846462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.70687128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.34404832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.9806353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4753838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.887556
